clean_text,sentiment
last thing goes thru fly mind hits windshield .................. arse,positive
nice,positive
seeing doctor hope,negative
cosmo says lot things dont want read well breakfast time drop chiro drop book need get tix,negative
laid home back flared sure could use massage tonight tlc exhausted,negative
thnx following wats,positive
sucks ... lives like hour half away ... seen times,negative
waitinnnq forr thee bestiee touue follow mee onn twitter shee prollie dont knoo howw workk thee shieet lol,positive
quiereme,negative
think think scary mean chesterday,positive
going jays game today,positive
fun miley deserve,positive
never enough coffee coffee cup morning,negative
kings leon used good song made sound good played live thanks selling,negative
bored course lol,negative
shall write often english,positive
sugar high joe,positive
somewhere near right home crying,negative
excited new moon trailer although watch wake tomo morn hate time diffs,negative
follow needs,positive
playing restaurant city facebook,positive
thank,positive
backpain still hurting,negative
wow true fan lol damn time wrk,negative
amazing something bout connected thro twitter unique feel hugs,positive
btw flash game widget guys .... awesome,positive
rafael awesome musician famous youtube covered song climb please watch good,positive
serious well sure hes girl ima pray still,negative
haha thank yet friend glad listening amp appreciating,positive
mitchel musso album,positive
haha nope tinyurl general,positive
wearing red shirt purple pants,positive
first glance say wow looks really good,positive
oooooo bigbrother bb10 starts tomorrow wrong looking forward another summer ...,positive
lalalalala bored something funny,negative
hey brianna finally got twitter omgosh first follower,positive
lol twitter addictive,positive
joseph team drinking beer pub knows stuff,positive
lmaoo suckss todayyyy sunday goood day,positive
looks like next week going spent tracking obsecure xen bug,negative
whoaah hav changed profile picture,positive
good get sea sick millpond,negative
sure everyone ruined gift whitney serious cell ... easter well,negative
tough foster family get attached care leave way give back,positive
preciso follower com insonia,negative
gettin ready cherch wit mr.bebe winans .... beautiful day,positive
que boba,negative
working tan love,positive
know right everything good happens cmon nyc shake booty boring,negative
yay jonas youtube account back fuck haters excuse language normally curse,positive
kidding thanks laura sweet,positive
driving oswego couple hours trav gang pretty sure rest cns crew join,positive
sad part mood depends weather part mood depends mood,positive
sleeep,positive
think test either pass fail piss fail win pass easy,positive
wow drunk funny night love friends much really saddens gon see much next year,positive
thanks ... wondering deal pic,positive
whole day work front cant wait next weekend,negative
getting breakfast spending day sun kelli jersey stock,positive
bamboozle seems fun sucks impossible,negative
fml got money know take pocket show ittt definitely,negative
sitting home hopin maybe drink beer,positive
woke ...... work little bit luckily start school monday,positive
think misses tweets,positive
thanks following,positive
aww,negative
love parents already bought movie studio still getting camera got t.swift tickets,positive
june still wearing jacket okay till hits degrees .....,positive
wilds waneee northumberland coast miles north newcastle rural,negative
brother used toyota similar shape instrumentation delorean tried get bttf,negative
wear net,positive
bad day traffic top,negative
thx sharing pizza menu cal guys shld expand,positive
man shame,negative
way cnn,negative
marilyn thanks taking time skype classroom,positive
omg haley sorry hug,negative
brownie vanilla ice cream top ... mmm yumi,positive
lego games funny get old real fast,negative
hey bbm,positive
could think 7am class tomorrow,negative
say tom loooove dougie hahaha,negative
food drinks smokes comfy ready,positive
lego harry potter game coming next year,positive
good luck bes hope,positive
listening nice music think bed get nice rested miss russel brand ponderland,negative
ummmmm ... idk really kinda rite sorry aww daym jus said sorry oops kno wat neva mind,negative
wish writting something sweeet days till birthddayyyyyy,negative
sunday afternoon nap,positive
ohh shirt johann get hot topic want know,positive
went okk thanks properly boring tho,positive
last day,negative
monika hungary right,positive
saw star trek good first time says lot movie days,positive
got home church left phone,negative
back school learning history,positive
ontario strawberries,positive
loving color green,positive
ydi mean read fmylife.com got confused,negative
feel somewhat better slept hrs still coughin amp sore body never get sick last time years ago bubba tonight,negative
blame pills typos quot definitely quot supposed,positive
okay nevermind got email haha,positive
well well god must something else week ankle hurts real bad twisted,negative
sigh love swanky downtown hotels going settle something closer sea tac trip seattle next month,negative
battlefeild jordin sparks,positive
long day driving long day tomorrow working music festival hopefully long night sleep ... starting,positive
hoping learning curve ... still shirts skirts ...,negative
mom says get phone,positive
hope good dinner,positive
heard everything great yay,positive
yum yeah east cowes best might tell seaweed locals know otherwise ...,negative
omg want snicker ice cream mmm sooo good lol,positive
want fishing somewhere boat huge lake cooler ice figi water crisp cold gala apples,positive
amp james,positive
million hits probably shot mark,positive
get well soon,positive
babies love job,positive
paula true definitely coming london please reply,positive
uuugghghhhh looking forward working praying good manager tonight well peeps,negative
thank,positive
got 3lb bag skittles ... bad see get friday perfomance,positive
lunch haha take care guyz,positive
iremember waking slater saved bell 7am,positive
joy wireless typing garden enjoy gee,positive
o.o cinthya forgot party today sorry going,negative
hates schoooool cant wait graduate,positive
time homework,negative
watching reruns sabrina teenage witch,positive
trouble breathing hurts ...,negative
kindergarden comes boys least one boy believe,negative
entrancing water features,positive
eff effing effer love ... xxx,positive
taco bell heart burn ... looking going work 830am got home pout,negative
many shoes want,negative
shiit pay verry close attention,positive
mate years maybe friend talking song dug says quot limited slime edition quot,positive
okay david guess wait finale figure exiting way,positive
happy birthday dawn rene,positive
hey find homeschooling concept supr intrstng.i considr futur kids.normal school wasted sooo much time,negative
needs one tight slap,positive
uncomfortable pound box leg ... kings leon makes better,positive
suffering cold sunburn hey lease weather beautiful today minus tornado warning,negative
ahhhhhh yes another lovecraftian,positive
posted series tweets revealing photos guess changed mind took,negative
nope bad mummy,negative
try video evening,positive
british group singing jamaican folk song enjoy,positive
glad good time bed feet sound tired,positive
mourning fat arms,negative
hahaha well see tomorrow cant wait summer,positive
work play kind life wait life right,negative
good day today .... good night ery1 ............ loveeee kesha missssss rofl remember gon drinkn margaritas beach,positive
looking non smoking curry shop setagaya ... close quot mission impossible quot,negative
last tweet sound right hahaha locked away meant hard time getting back,positive
lol dorks chango loco,positive
ahh going 5th year time going quick fun school intense higher work,negative
okkkkkk real let know ... like mega fan,positive
miss student ... wan meet friends,negative
long day doc appointmts even missed nia class picked pho dinner shiraz relaxing raw almonds ginger tea,negative
hmm sale spare parts projector price tank gas think look,positive
drive inn fog windows jump disco stick,positive
thank welcome,positive
internet still work lasts past evening might die miss interweb,negative
,negative
throat hurts bad fuck,negative
business studies happy friday yeyyyyyyyyy happy terrible rain,positive
taking care sick daughter treating filet good glass wine course,negative
watching greek cappie max cappie max like,negative
took amp pediatrician sick awesome looked cellulitus prescribed meds feel awful,negative
watching soo awesome,positive
way bday dinner fave restaurant tension though cos brother fighting haha wait till mondayyy,positive
watchin fanboys homies internet till monday sad,negative
mall close,negative
goin swim,positive
watchingg tvv anddd birthdayyy,positive
preparing quotes day tiring job,negative
kitkat ugh save,negative
know smile face whole time,positive
lonely adventure way car tackle long drive bye,positive
excellent message would loved see real astronaut kid fantastic love,positive
twitter fucked thing happened ... story later viewers,negative
get signed book excited read candy,positive
sent email,positive
sick tired school work sucks love friends,positive
asking make value judgement want tell place research,positive
love deja moments make feel happy smiley lucky girl,positive
tired hungry even breakfast yet loveee shopping jus wana get need bed,negative
earning money online join,positive
enjoy camp working working working ... lol,positive
whyyyyyyy everything come nyc,negative
stupid work gon till like fkn 9pm,negative
sent,positive
haha made lol hard haha glad caught,positive
amazing weekend camping body boarding cornwall good friends fiancee tan show night alone tonight,negative
kill bill kung star david carradine found dead bangkok hotel room bye bill gon miss,negative
hook mojitos maybe review,positive
went queen mary thats weird shit,positive
chilling wit bestie kendra ... lmao fell shower ... got luv tho,positive
bck hurts ... dancing ... sad,negative
mixed lot drinks last night experiencing really bad hangover,negative
finally get see cousin new spot ... izzy better meeting roomie yay good monday,positive
thanks,positive
refresh country twang side lol going move david pop soul side country david archuleta songs,positive
thank glad liked article thought arriving early interesting,positive
need anime,negative
wrong sha visit one day tell love reason hate wont tell please,negative
damn got tanned ball game wore shorts boooo,negative
rain delay rockies ....,negative
hopefully sounds promising working otherwise,positive
check cartoon ipod something naila islanders haha,positive
soooooo stoked tomorrow taking back sunday anberlin work downfall work 30am,negative
ahh love shes smartest celebrity earth real idol,positive
enjoying sun,positive
,positive
lyin bed faaaaar early,negative
discovering deepen meditation use metronomes stuart wilde audiobook quot art meditation quot amazing,positive
naww rebecca brothers sisters sad,negative
good morning rainy france gardening today,negative
food city trying decide lunch lasagna learned lesson yesterday,negative
morning nice cup tea sun shining,positive
something fresno california love,positive
went caloocan purchased merchandises good thing suppliers offered free delivery trucking tired worth,positive
set new quot sony bravia hdtv ...... let movies begin .....,positive
thanks followfriday mention,positive
watching new wolverine movie obsessed ... yay,positive
misses much,negative
eaten much,negative
twitter givin everybody hard time tnite,negative
judging david update hangover,positive
kutner leaving housee obama know feel,negative
getting ..... many come,positive
star trek full use,negative
really sad give answer,negative
50. sorry,negative
thanks kfc awesome,positive
chorei com foto,positive
hope mom okay,negative
lmfao know bit feel like fooool,negative
still power ugghhh well ... night must,negative
hava idea yes abit like sitting aha well going hard like pul screen foward,positive
good morning finally great summer day nice,positive
hope picked snakeskin ones,positive
headache,negative
seriously considering going art direction however figure living situation since poor amp jobless,negative
enjoying nice coldd carmel frap sbucks morning,positive
sooon gunna get hate jess,negative
serious sugar hang keep leaning right almost fall bed bloody jellybeans,negative
dumbo wants disney move marathon near future one takers well eff,negative
watching bleach,positive
tell maybe quot get milk quot hours,negative
indeed gayyyyyyyyyy lmao ugh weeks day weeks,negative
comforting know john lewis help need help recent purchase child rugby shirt,positive
weather sooo gloomy 2day,negative
thug ... woulda plans changed,negative
big whiskey groogrux king lovin life,positive
ðºð ð½ð ðµð ð½ð¾ñ ðºðµ ð½ñ ðµñ ðµñ ð½ð¾,positive
great see someone good shape living healthy life favorite healthy food,positive
finished script,positive
collegiatetimes public university salaries online bittersweet find phd alumns making money,positive
watching bunch webmasters video liked video switching mac,positive
best day ever,positive
thanks everyone well wishes niece pain surgery went well,positive
saaaame used getting see everyone everyday friday amp saturday made miss,negative
wish want dance irene mixjunkie,negative
wish wasnt cloudy could look stars,negative
thanks advice dog tangled hair gave good wash able trim crazy hair brush knots,positive
called may later migraine goes away effamigraine,negative
sure would case,positive
hate thursdays back work,negative
wii fit day 47. hang prevented wii morning late night work meant home til near midnight min walk sit ups,negative
friday work hospital think one person work would ask went upset near tears,negative
leaving house mins showered sleepy,negative
aww cute daisy,positive
friend found watching goes shelter tomorrow ... wish could keep,negative
good morning early monday morning coffee anyone,positive
see use hour twitter time watch later,positive
wan see amp drawings london far korea live anyway congratulations hug,negative
back workout heading local cinco mayo festival family undo workout,negative
daggy ... joining,positive
creepy sad want little faeries come back,negative
rofl funny charda glad joined twitter welcome,positive
know shes awesome wear brass knuckles tribute ahaha miss kristy joe though,negative
cant sad,negative
prom time get fucked work tomorrow open close,negative
agree discriminate breakfast dinner always good,positive
darn well,negative
auntie evelyn died today,negative
invited bachelorette party ... man smell trouble,positive
dropping sister nashville airport gon shop downtown,positive
eurgh glad finished othello,positive
watching degrassi school supposed watch windtalkers plans changed,negative
ate something resembling shepherds pie ... think,negative
experiencing stendhal syndrome time goes garage ...,positive
yeeeeaaaaahhh happy diversity ashley amazing choreographer,positive
watched hannah montana movie today got say exceeds expectations highly recommended,positive
aww good luck paula take easy sometime,positive
hey michael mentioned also looking customised twitter tee supplier luck,positive
welcome know crap lots seeming pointless wrk,positive
sorry hear,negative
baby make sound like bad thing,negative
tumblr told shut till tomorrow,negative
wishful thinking cause still coming,negative
good luck,positive
looking new mobile easy efficient light weight allows easy search info internet gps cheap suggestions,positive
btw chance bug report feature request somewhere mail,positive
hopes get see understand timeout meltdown sad face,negative
answer plz really cute kisses,positive
watching episode pushing daisies making sad abc cancelled,negative
almost followers two twiparty,positive
know dumb fired,positive
nothing like eating bryers ice cream,positive
maybe ... heared going yet,negative
yes sorry babe,positive
really tired didnt sleep ... wake soon,positive
one days ... lot sundays like lately,negative
remember names know suck .... really good,negative
twitter fans could tweet much nasa tom haha,positive
heard song thought great catchy,positive
got chicago week tired zzzzzz time wish boy cuddle,negative
pci hashtag yet,positive
coffee needed although rather dislike gray days quite like,positive
always feeling tired days,negative
lonely please someone text ... preferably jonas brothers haha,negative
housing conference,positive
try recipes type full,positive
look outside see bright sunny day,negative
hello twitters since morning science work headache,positive
hanzo sword hehe havent seen one drop since,positive
good day ... laney eat entire shoe left alone long yesterday punishing,negative
good jog thank god beautiful weather,positive
omg love nuggets yes hittin gym gon say actually lol,positive
finishing homework texting,positive
heh great would like 2gb bumped 4gb,positive
ordered paranthas one back still delivered hungry,negative
wish could come,negative
bring best worst like repartee lets play fav toy ........ words .... much fun,positive
things starting slow,negative
welcoming new followers amp thanks love tweet,positive
dishwasher unplug call sears tomorrow walmart buy paper plates,positive
wanted one ended fiat spider 2000. gone,negative
would love see tech vet would say sad tho wishes owner,negative
making rostbratwurst lunch mmmmm,positive
good people lift spirits end thank,positive
lol thanks babe know ...,negative
eating apple,positive
misses littles something awful,negative
ficou interessante radiohead com folk music,positive
hey stop looking shoulder,positive
maths sucking annnnnd gots exam tomorrow,negative
refrigerator broke come till wednesday keep baby milk cooler ice irritating,negative
going btw make sure put twitter name front talking,positive
yes itunes updated keeps sayin network timed 3.0,negative
brought extra cds sell,positive
lovely katy looking forward birth new novel,positive
take back good song spirit right,positive
dark blue jacks mannequin,positive
sounds good totally jealous dreadful weather moment,negative
confusing thought thanks info,positive
well read morning quot paper quot realy time leave need smartphone,negative
hey girl got get hello fave rocker,positive
craving scones fattening know,negative
wanted pet zombies,negative
overly sensitive cancer girl known big deal,positive
june gloom ... least enjoying marvelous monday,positive
lesbian movies sooo sad funnyy hahahah,negative
shit weather sooo cold,negative
thankful much tonight love pics camera hearts hahah soooo drunk woooorrrdddd,positive
quot complete black books quot arrived ... looking forward entertaining nights dvd,positive
really hoping fedex guy would come around could spend time computer work 8.5 hours hell,negative
fustrated ugh,negative
first day school quite awesome quite ready get cracked programming yah,positive
old world faire sons school amazing glad hope mean got,positive
getting teary eyed gloomy sunday ... dang song depressing ...,negative
wan bamboozle,negative
wow thats nyc motivating ... thnx,positive
cum watch fuck anal slave ass really funny free credit card bullshit either,positive
... help noww,negative
definately,positive
names like horny sex kitten usually follow people australia ask nicely,positive
hey come online long time,positive
going bed ... goodnight,positive
wolverine great home goin bed,positive
please make hummus jade plants,positive
lala land anymore careful come home safe,positive
gon miss much tooo,negative
madness mms tempo09.omroep.nl vpro_pinkpop ook wel leuk,positive
strange ppl shake milk,positive
listening live evr radio,positive
yay ... phone died phone probably sunday ... boo ...,negative
nigga fall world called back like mins called got nothin,negative
a.d.d bad pay attention movie aaaaaaaaall,negative
find soon enough,positive
took wayyy long nap cleaning,positive
little elmo sick,negative
nice sunny day nairobi mild degrees looking forward cape town,negative
one send,positive
course ...,positive
sorry hear granddad,negative
followfriday unparalleled writer whose books amp tweets joy read full wit intelligence amp warmth,positive
sigh went fire new ps3 game bought infamous looks great discovered controller dead got recharge,negative
sung happy birthday little brother cute blowing candles,positive
says suddenly felt tired exhausted productive yet today,negative
kool kidz posting naked pics net days,negative
try always smiling smile makes everything happy hope,positive
gears war awesome gon,positive
exhausted long bike ride still gorgeous day,positive
yeah mine touch sensitive etc well thing wish weighted keys use upright,positive
ouch,negative
mcfly fans screaming attention usawantsmcfly ... speak english ... offense fans,positive
good tip imac users pressing shift ctrl eject keyboard make screen sleep making black,positive
came true,positive
doin quot shake quot ... drive roadtrip wssu grad,positive
sorry hear,negative
thanks kind words happy rachel great smtb program lovely,positive
hey hows life,positive
poor rpattz goin showerr,negative
welcome love default pic losing followers,negative
great museum humane rights great best place jerusalem think berlin detroit lots space lately,positive
never,negative
,positive
ugh,negative
yay got gymnast week never get ... hehe skool monday evil science teacher yay yay yay hav exams,negative
sorted auto play myspace,positive
meh hate,negative
roses wedding favor tag thanks debbie purchase,positive
stomach ache make awai,negative
dont follo really care lol know top dog exactly bad show intl scene,positive
writes citations school newspaper,positive
way way far give answer also night school time ... prob,negative
texts deleted landi miss certain ones lotttt,negative
shonah paris today,positive
get followers day using add everyone train pay vip,positive
probably going relax comp tonight,positive
work catch flip side new phone hit digits,positive
know train drivers kurt told tram drivers,positive
keep going cancelling fans spent airfares tickets see good economy,negative
could quot greenify quot avatar like send pic personal email stevegarufi.com know stranger ...,positive
send mail kentucky usatf guys see want would summer class uofl,negative
bouncing track lol,positive
one study brilliant xoxo,positive
news soooooo depressing swear newcasters never talk anything good happy going ... nothing bad stuff ver sad,negative
awww strange tiniest little cut hurt worse bad one,negative
nah time tuesday thanks hun,positive
internet running 25mbps upgraded weeks ago staying parents recovering surgery,positive
tired wan watch movie saw night museum today actually liked,positive
someone talked day okay see today,negative
remember put coffeetime blip,positive
want cents back pls,negative
bummed hand mercy arent playing kanga anymore,negative
unfortunately nicole miller bridal sale ended wedding sale currently running,negative
getting ready shooting,positive
sore throat,negative
make glitter everywhere,positive
heading back city 30. need coffee miss kids,negative
lol well could lmfao hehehehe,positive
making dinner ... aint,positive
cheers jen nifer saha opening goal came faaaaaar early added even pressure proved much,negative
got work,negative
pooped,positive
come sweden give lessons,positive
lunch time,positive
work,positive
thanks,positive
back hurts,negative
perhaps like strings kids mittens ... lose,positive
today best day ever cst odd,positive
txt picture sweet stuff,positive
switches routers,positive
miss really bad,negative
voted well votes xxxx deserve xxx,positive
shirt wear proudly,positive
brilliant idea price right october brilliant idea watch price right exercising,positive
watching supernatural,positive
okay lolz thankyou,positive
ooh ..... share,positive
.... awesome amp fabulous,positive
maybe film festival many ideas lol,positive
feet hurt one day away room sis high school graduate,positive
son kids teeth pulled feel bad,negative
home work ... long dayyy,positive
well ... still heartbroken,negative
never want get injection ever,negative
thanks,negative
bearry puked place gross gross,negative
bad day,negative
want read petit prince yes french version phch135 give personal time,negative
love rainy night love rainy night,positive
good morning definitely foundation build moving forward,positive
sound like fun,negative
nice toys kids,positive
get dinner,negative
enjoy gps bit dust,negative
got forms done lunch yet eat lunch tidied room well sat garden,positive
ugh really really really dreading work today case modays bad enough assist .... dont wan approach,negative
went hunter gatherer said playing,negative
accidents north southbound sides 128. might get work thursday ... starting day right,negative
tom wanted say loved show paulo,positive
yes,negative
forever homework,negative
goodnight everyone hope dream something awesome,positive
tutut running scissors amp yes painful,negative
keep rap days come rhymes rise mornin sun,positive
surfer hippie night,positive
yes crazy huh starting like ... though miss dewy creative mindset pnw,negative
gon lie ... get goosebumps everytime charlie finds ticket,positive
also joy like,positive
honest best place research host webhostingtalk personal experience knwonhost sry,negative
getting ready tomorrow,negative
feeling today people ... work online,negative
snuggle covers ........ love tweeps back tomorrow ... send private msg want,positive
turmoil newspaper world gotcha,positive
yay made twitter life miss already,negative
watching say anything love john joan cusack,positive
lost didnt work think ripped usb wasnt done sound,negative
nice outside right stars,negative
haveyouever wished star hoping wish really gon come true ....,negative
thank sharing life,positive
sounds cool .... try tune,positive
,positive
haha messing around union multi user flash framework made simple avatar chat test,positive
work ...,negative
pumba twiggy like lion king better hehe,positive
realized followers one know decided follow well,negative
cleaning happend today new day 2morrow maybe moore sucessfull nearly nearly midsummer eve,positive
lmao listen whole week like panic attack week,negative
denny morning miss place,positive
aww man realized moaning myrtles birmingham yesterday could gone,negative
dreams rubbish waking feeling crap,negative
worst day ever,negative
playing blackjack casinos soo dead,negative
well fucking mean,negative
hear thunderbirds practicing,positive
please tell amanda wraparound tops look good expectant mother,negative
another rainy day ... getting ridiculous,negative
ill get morning want know,negative
aushuahsuh ... casa mesmoo achou meu chinelo,positive
quot kings quot returned probably get cancelled though ...,negative
rip great gran sorry never told love rip,negative
plns,positive
argh talk blackberries dad one want much,negative
belly dancers hookah music sitting pillows cute lil booth ... dnt worry invite nxt weekend,positive
hey got tell commercial,positive
wondering friends family taken children young,negative
written songs yet lazy least inspired folk evening yesterday,negative
true genius strikes left uni key home,negative
good morning ppl today,positive
still done homework night need household cable damn power pack,negative
sorry maybe someday,negative
1st video john mayer karate kid clicked cuz love 2nd,positive
yeh know one goes,negative
spend money unhealthy stuff,positive
headache wahhhh,negative
nights like really love heidi hate house alone ghosts play tricks xoxo,negative
would amazing show even start shooting publications one attending graduate fashion week,positive
well getting ready class,negative
remember self crying died,negative
sad news best friend leaving human shock absorber,negative
havnt forever saw tweeted went one last week whenever jealous,positive
would love see idol tour afford tickets expensive,negative
limit story tell annoying help relieve stress,positive
kidnap jonas brothers bring back brazil whos totally anytime,positive
buddha brothers wedding garden,positive
know ... sitting porch coffee laptop shivers,negative
schoolboy ever,positive
cutting magazines vision board going cabin tomorrow,positive
todays gone sooo quick nothing though watching,positive
cupcakes sprinkles,positive
hmmm good question artist creative introspective maybe,positive
still think cool wish vampire sleep,negative
read ohmyword stuff fluffy happy fics,positive
falling feels amazing xoxoxo,positive
want party ... weeks ughhhhh,negative
bed earlyy,positive
take min nap nite nite,positive
make tea pleaseeeeeeeeeee,positive
great day ... good night friends,positive
emergency room,negative
going slowly running gerys anatomy online must mean nap time hows,positive
back,positive
car sick day,negative
websites yet ...,negative
loving weather,positive
agreed gag spoon blah,negative
tired headaches please away,negative
yeah stinks yes ... voted mr. twitter thing lol bed nice talking,positive
times like wish room boo,negative
gums throbbing,negative
heeeby jebus twitter oddly one else know seems lil pointless,negative
coolest foreign words english language needs check number one amazing,positive
today quieter day catching home washing ironing emails ...,negative
,positive
really going miss high school strange yet fun ride aww going cry,negative
sleeping weeks old puppy ... little cutie little maggie may,positive
think going lobby get either starbucks perhaps ice cream,positive
exactly cracked laughing read mine,positive
completely feel pain angels amp kings,negative
still tired last night watched ufc bit bored cheese ham mayo sandwiches,negative
suddenly blurred ... thanks,positive
hey tila would interested cover magazine,positive
gon see year one friday,positive
need people know night okay und wie ham sie geschlafen madame,positive
fact live across sea think feel think getting flue ....,negative
please 140characters cant,negative
happy goin home sad,negative
really sad,negative
heather,negative
gnight ms. trina soooo glad know bball fan awesome rock diamond princess,positive
going lunch feeferoni miss,negative
blast today literally kidnapped driven around town got watched cutest movie everrr clauds,positive
still know,negative
missed,positive
thanks dinner,positive
another note could really curry probably wait couple days,negative
koooooooooo axo aiiiiiiiiiiiiiiiii means,positive
boo rafa wimbledon,negative
want cakee singing paranoid throughout house.people annoyed now.stand comedy amazing like kanye west,positive
get done call quot nighters quot reason get,positive
studying science quiz tomorrow pretty easy time sad becuase cmt awards almost end,negative
investors want buy house vegas got urge move somewhere quot stuck quot,negative
really really really miss brother mines japan haha,negative
nuttin much going summer school summer,negative
watching teenage mutant ninja turtles secret ooze,positive
lost three since yesterday,positive
woke today nice ... hot though nice warm,positive
glasgow skys clear,positive
hard drive replaced goodbye pictures last months,negative
moving stressful ok. think future,positive
stand meeting one,negative
thank happy sunday,positive
perdio primer set wimbledon,negative
better god great people life rely know love,positive
drinks chilis,positive
good morning guys upto much today,positive
lmao men snap kids ish enable spent yes eyeshadow week alone,positive
haha.i agree naw think think lot.lol.oh wait means prob tis fun,positive
goodnight catch chat one days looking forward detroit right,positive
nice easy going ride morning weekend beer ... back work away maybe cottage ...,negative
head post office work fuck tired england two days family drama come,negative
facking betwittered stop eating escaping characters,negative
come back st. george love,positive
brisbane airport using qantas club wireless,positive
think ate bad leftover subway sandwich think ate bad leftover subway sandwich,negative
concert chile south america tomorrow sad hope see one day love,negative
finally back twit land ... wasnt workin office today,negative
agree case road ways previous,positive
today gettysburg bluegrass festival day thunderstorms rain predicted day,negative
running data center maybe find way stream palm pre watch,negative
know trying think way get involved think anything decent hope tomorrow,negative
feels icky also sad missed seeing boyfriend today hate sick,negative
weston must take,positive
hmmmm dumplings,positive
guess really got post lol even spamer got,positive
yes sure know would never able spend much time apart handsome guy,positive
bad day may death,positive
sure back headache messing,negative
dreary today another week full rain,negative
moving fast btw internal hudson publishing build right available soon ...,positive
cry,negative
sick kid trumps advance planning bummer,negative
dont want new account want old one,negative
one comment since made account feeling sad right,negative
think find quot brad pitt type quot guy along way thelma louise style,positive
done day 2pm,negative
dressing ready pic new sister,positive
cherry orchard last night one thing annoy ... herd elephants arrived half way thru first act,negative
phone sucks comes big inbox want get rid,negative
,negative
amp never gotten closure maybe closure moving amp happy like optimistic amp hope actually,positive
yuss already fkd scottish cricket t20 today engrossed frenchopen men singles final tho,positive
wtf movie good seconds ago let,negative
rainy sunday ... lazy day,positive
one time favs last one awhile,positive
yay fyi bringing natural trail mix bars bottled waters breffies ... least snacks hehe,positive
shit missed start,negative
way london friends check since late airport,positive
hate everytime vaca least one day feel good feel like poop,negative
going sleep enjoy weekend next week study much,negative
enjoying wine gave,positive
maybe sell protective goggles merch stand amp post signs say quot watch wayward wangs quot,positive
catchin prison break greys idol,positive
nights like gon miss ... dont forget,negative
joined site,positive
reading kite runner per babe request think bought book someone india middle east cuz smells like curry yuck,negative
party beach,positive
got work early,negative
ohhh thought day tapi best gak kan kalau earn much day,positive
well celtics semi hoping see make,negative
hey following,negative
new jersey gerick going manhattan soon watching bunch broadways heights,positive
wtf mean dude even put condom right way thus son born,positive
really know explain boss,negative
sorry got back,negative
double agent hmm know tolerated battle gladly watch however,positive
two hours fifteen minutes til weekend,positive
yeah baby thats call fantastic morning sun cycle feel alive wicked,positive
hey know drive last time learning nervous lol yeah thats awesome plan,negative
see,positive
must true david carradines erotic hanging thingy mom told,negative
suck wan see uptown omg met fans frickin marcopollo punks amp stoners lol,negative
listening mcfly makes day except going motions say nasty word christians dont like haha,negative
going watch quot womanizer quot cinema tonight bad headache,negative
ahh yey looks good,positive
quot beauty geek quot quiz result beauty gold heart haha,positive
amp got flippin job cnt beach volley fri sad amp fri bottles les deux con amp jess need come,negative
really happy,positive
doente,negative
getting ready head back moulton ... getting rid boys week ... makes kinda sad ... kinda,negative
thanks love store hope fantastic weekend,positive
still scanning viruses spyware trying find keeps killing log cookies,negative
wtf manning miss manning,negative
soooo jealous going lady sooo wanted take heaps pics,negative
poor jon feel dude eat chocolate make feel better amp ice cream yum,negative
sadly get dive much trips year work amp family commitments ... planning divebum retirement,positive
mmmmmm know,positive
starting research project ... yeah,negative
lasted two days sick stomach got migraine lose pound two,positive
best soup last night,positive
since nothing gon call day,positive
mmm eating chicken sandwhich yummy,positive
realized avoiding scale last months could mean thing got fat,negative
characters,negative
added beta features work well,positive
think falling love xxx iloveyou,positive
see movies picture city lights soooo true,positive
anyone ever text ......,negative
see phone,negative
farewell belinda even though doesnt really twitter technically saying one sad,negative
thumb bleeeeeding idk,negative
good morning fella joy work today plans,positive
dance floor almost empty hope changes soon,positive
awww yes please come take take somewhere else school,positive
figured work webcam tonight best decision ever pervs ...,positive
starting get ready start working ... work hrs stil ... rather sleeping,positive
want spring break end tomorrow ... let somethinggggg,negative
well bought hard amp soft taco kit cuz everyone likes soft like hard ... ate like one taco tho wasnt even hungry,negative
cool really good,positive
following people around though many webdesign twitters,negative
long story point realli dunno end kris,negative
ask star ing seem like directing anything part show film saga epic,negative
worked extra today baby boom hit st.francis hard got love overtime though,positive
yay computer fixed mean hackers,negative
man alexx like gorgeouss person watched white tie togetherrr lmao,positive
yaaaaaay excited yet,positive
talking tell like told ... listen,positive
shiny sparkly twittertakeover,positive
many many proj tut waiting desk done,negative
concession stand ended feel ripped jumped ...,negative
heyy nuh mobile comments always fail myspace,negative
got hair dyed puuuuuuuuurple well red purple monday siiiiiick original,positive
nhlawards james norris memorial trophy goes zdeno chara sorry greenie,negative
mommys real estate agent wish would known sooner looking apt,negative
exams left days till denmark,positive
nice bus flight taxi ...,positive
foolishly checked bag cos want drag around day lost baggage counter,negative
heey awesome,positive
tweet changing face book politics,positive
great hun amazing night guys lovely,positive
spring lake would thought make trip paramus try burgers bobby flay new restaurant,positive
need college work work food,negative
tired tired thinking going sleep,positive
yaaaay schools finally oveer believe going junior already o.o,positive
white spots sage help herb,negative
tax rate raised starting today dear government please use many extreme care,negative
loving memory big bro hat,negative
got back shopping sad cuz get tht flannel shirt lether belt delias leather flip flops hco,negative
sofranel.eu updated new url management hope improve google referencing ... little problems css http ...,negative
haha wtf lol nice sleep,positive
clue going day ... mom leaving car anyone play,negative
adoption agency coming wednesday home visit ... gon mommy,positive
hope cool,positive
looking see get event done make successful one .... skee wee sorors,positive
hey gurlie ... ill home good monday cant wait trip ...,negative
